"","X","created_at","screen_name","text","display_text_width","is_quote","is_retweet","favorite_count","retweet_count","url_present","video","photo","WD","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","year","month","January","February","March","April","May","June","July","August","September","October","November","hour","afternoon","evening","mentions_count","mentions_presence","hashtag_count","hashtag_presence","emoji_count","emoji_presence","mentions_sqrt","emoji_sqrt","favorite_log","retweet_log","target_fav_norm","target_RT_norm","target_fav","target_RT","tweet_length_scaled","followers_count_scaled","question","athletes_mentions","text_lemma","word_total","noun_freq","verb_freq","topic_1","topic_2","topic_3","topic_4","topic_5","sentiment_analysis"
"54",55,"2017-12-26","Nike","Happy Handle-days, from  . #FindYourGroove #NBAXmas https://t.co/Rd2hbCQT2R",62,0,0,2351,557,0,1,0,"Tuesday",0,1,0,0,0,0,2017,"December",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,1,0,7.76259604854007,6.32256523992728,1,1,1,1,1.16623058190063,5.14296990122633,0,1,"happy handleday from",3,0.333333333333333,0,1,0,0,0,0,8.47
"55",56,"2017-12-18","Nike","8 started the journey, 24 completed it. #8v24 https://t.co/eAYOMGVinH",45,1,0,2044,638,1,0,0,"Monday",1,0,0,0,0,0,2017,"December",0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,1,1,0,0,0,0,7.6226639513236,6.45833828334479,1,1,1,1,0.799083917228206,5.14296990122633,0,0,"start the journey complete it",5,0.2,0.4,0,0,1,1,1,6.52
"56",57,"2017-12-08","Nike","MJ never lost, he learned. #WinLike96 https://t.co/QMXvbcoGoU",37,0,0,4924,1619,1,0,0,"Friday",0,0,0,0,1,0,2017,"December",0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,1,1,0,0,0,0,8.50187648730434,7.38956395367764,1,1,1,1,0.626309016205892,5.14296990122633,0,0,"mj never lose he learn",5,0,0.4,0,0,1,0,0,5.22
"57",58,"2017-12-07","Nike","Another dream come true. Unbelievable feeling. Thanks to my family, friends, teammates, coaches and everyone that stood by my side throughout the years.<U+0001F44C><U+0001F3FD><U+0001F51D> https://t.co/A9jyYswePD",140,0,1,0,82803,0,0,0,"Thursday",0,0,0,1,0,0,2017,"December",0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,3,1,0,1.73205080756888,0,11.3242195716011,0,1,0,1,2.8507858668682,5.14296990122633,0,0,"another dream come true unbelievable feeling thanks to my family friend teammate coach and everyone that stand by my side throughout the yearsufcuffdufd",23,0.391304347826087,0.0869565217391304,1,0,0,0,0,6.41083333333333
"58",59,"2017-11-21","Nike","Some things are NY made. Others were made for NY.    X OBJ X #AF1 https://t.co/E3X4UA0m90",104,0,1,0,2197,0,1,0,"Tuesday",0,1,0,0,0,0,2017,"November",0,0,0,0,0,0,0,0,0,0,1,21,0,1,1,1,1,1,0,0,1,0,0,7.69484807238461,0,1,0,1,2.07329881226778,5.14296990122633,0,0,"some thing be ny make other be make for ny x obj x",13,0.230769230769231,0.153846153846154,0,1,0,1,0,5.91666666666667
"59",60,"2017-11-02","Nike","Never bet against Houston. https://t.co/0mDkp0ijy4",26,0,0,29933,17272,0,0,1,"Thursday",0,0,0,1,0,0,2017,"November",0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,10.3067168297027,9.75684197219464,1,1,1,1,0.388743527300208,5.14296990122633,0,0,"never bet against houston",4,0,0.25,0,1,0,0,0,4.95
"60",61,"2019-02-11","adidas","Running: it’s not what you think it is.  Visit https://t.co/zPhkAgl4Pg to watch Recode Running: an   original film series following the journey of runners that are redefining what running is around the world. https://t.co/i6EYq97kfz",221,0,0,198,33,1,1,0,"Monday",1,0,0,0,0,0,2019,"February",0,1,0,0,0,0,0,0,0,0,0,16,1,0,1,1,0,0,0,0,1,0,5.28826703069454,3.49650756146648,1,1,0,0,4.60013173971913,4.03207606992551,0,0,"run it be not what you think it be visit to watch recode run a original film series follow the journey of runners that be redefin what run be around the world",32,0.21875,0.21875,0,0,1,0,0,6.226875
"61",62,"2019-02-11","adidas","“I’m way further up this never-ending mountain than I thought I would ever be.”    Record of the Year, Best Music Video, Song of the Year, Best Rap/Sung Performance. . #HereToCreate https://t.co/vB1g9qX67J",193,0,0,1419,249,0,0,1,"Monday",1,0,0,0,0,0,2019,"February",0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,1,0,0,1,0,7.25770767716004,5.51745289646471,1,1,1,0,3.99541958614103,4.03207606992551,0,0,"im way further up this neverend mountain than i think i would ever be record of the year best music video song of the year best rapsung performance",28,0.392857142857143,0.0357142857142857,0,0,0,1,0,6.40166666666667
"62",63,"2019-02-04","adidas","It's His House. Sony Michel, Champion. #HereToCreate       https://t.co/oyC5IawU6a",84,0,0,1456,136,0,0,1,"Monday",1,0,0,0,0,0,2019,"February",0,1,0,0,0,0,0,0,0,0,0,3,0,1,2,1,1,1,0,0,1.4142135623731,0,7.28344822875663,4.91265488573605,1,1,1,0,1.64136155971199,4.03207606992551,0,0,"its he house sony michel champion",6,0.333333333333333,0,0,0,1,0,0,7.26
"63",64,"2019-02-02","adidas","Let whoever say whatever. Patrick Mahomes II, MVP.  #HereToCreate       https://t.co/4Ku16oV5wd",99,0,0,5084,670,0,0,1,"Saturday",0,0,0,0,0,1,2019,"February",0,1,0,0,0,0,0,0,0,0,0,23,0,1,2,1,1,1,0,0,1.4142135623731,0,8.53385363230935,6.50727771238501,1,1,1,1,1.96531449912883,4.03207606992551,0,0,"let whoever say whatever patrick mahome ii mvp",8,0.25,0.375,1,1,0,0,0,5.93
"64",65,"2019-01-26","adidas","All the way up. No stopping the rise of  .  #HereToCreate https://t.co/rMcGR7SFEg",69,0,0,11941,1876,0,0,1,"Saturday",0,0,0,0,0,1,2019,"January",1,0,0,0,0,0,0,0,0,0,0,11,0,0,1,1,1,1,0,0,1,0,9.38773313553338,7.53689712956617,1,1,1,1,1.31740862029515,4.03207606992551,0,1,"all the way up no stop the rise of",9,0.333333333333333,0,0,1,0,1,0,2.30333333333333
"65",66,"2018-12-11","adidas","<U+0001F5E3><U+FE0F> Now we want to hear from you.  Use #CreatorsUnite to share the barriers she faces and how we can help break them.  LA and NY, you’re up first in 2019. https://t.co/36s0M8DIBf",153,0,0,282,65,0,1,0,"Tuesday",0,1,0,0,0,0,2018,"December",0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,1,1,2,1,0,1.4142135623731,5.64190707093811,4.17438726989564,1,1,0,0,3.13154508102946,4.03207606992551,0,0,"ufeufef now we want to hear from you use to share the barrier she face and how we can help break they la and ny your up first in",29,0.103448275862069,0.275862068965517,0,0,0,0,1,6.07
"66",67,"2018-12-10","adidas","She. Breaks. Barriers. <U+0001F5E3> Use #CreatorsUnite to let us know the barriers she faces in sport and the ways we can remove them. https://t.co/AgOJwAPIrr",123,0,0,5323,875,0,1,0,"Monday",1,0,0,0,0,0,2018,"December",0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,1,1,0,1,8.57979233317276,6.77422388635761,1,1,1,1,2.48363920219578,4.03207606992551,0,0,"she break barrier ufe use to let we know the barrier she face in sport and the way we can remove they",22,0.227272727272727,0.227272727272727,0,0,0,1,0,5.62090909090909
"67",68,"2018-12-09","adidas","From nothing to something. Create your future.     is #HereToCreate https://t.co/HAYm9Cm4wu",73,0,0,565,66,0,0,1,"Sunday",0,0,0,0,0,0,2018,"December",0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1,1,0,0,1,0,6.33682573114644,4.18965474202643,1,1,1,0,1.40379607080631,4.03207606992551,0,0,"from nothing to something create you future be",8,0.125,0.125,0,0,0,0,1,6.90666666666667
"68",69,"2018-12-07","adidas","Dear adidas, It’s time to step up and level the field for women in sport. https://t.co/5MYVtT17cH",73,0,0,5143,719,0,1,0,"Friday",0,0,0,0,1,0,2018,"December",0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,8.54539184577492,6.57786135772105,1,1,1,1,1.40379607080631,4.03207606992551,0,0,"dear adida its time to step up and level the field for woman in sport",15,0.333333333333333,0.133333333333333,1,0,0,0,0,6.12833333333333
"69",70,"2018-11-17","adidas","Cut sharper, push further.  Shop men and women ALPHAEDGE 4D or visit select retailers worldwide: https://t.co/nb1qLjV1kf  #ALPHAEDGE #adidas4D https://t.co/Yn1vvoJkIw",142,0,0,533,102,1,1,0,"Saturday",0,0,0,0,0,1,2018,"November",0,0,0,0,0,0,0,0,0,0,1,16,1,0,0,0,2,1,0,0,0,0,6.27852142416584,4.62497281328427,1,1,1,0,2.89397959212377,4.03207606992551,0,0,"cut sharper push further shop man and woman alphaedge would or visit select retailer worldwide",15,0.333333333333333,0.266666666666667,1,0,0,0,0,5.7825
"70",71,"2018-11-10","adidas",".  was the brains and soul behind the camera, ensuring the absolute best was brought out of Karlie, Garbiñe, Hannah, Shay and Dua through collaboration, hard work and fun!   Go behind the lens and read the full interview here: https://t.co/gCYTMOruEa  #HereToCreate https://t.co/VOhkvBM61R",140,0,1,0,19,0,0,0,"Saturday",0,0,0,0,0,1,2018,"November",0,0,0,0,0,0,0,0,0,0,1,20,0,1,1,1,1,1,0,0,1,0,0,2.94443897916644,0,1,0,0,2.8507858668682,4.03207606992551,0,0,"be the brains and soul behind the camera ensure the absolute best be bring out of karlie garbie hannah shay and dua through collaboration hard work and fun go behind the lens and read the full interview here",38,0.368421052631579,0.105263157894737,0,1,1,1,1,5.906875
"71",72,"2018-11-09","adidas","Explore tennis champion  's love for fashion, her off-court workouts and how she's smashing life goals, as she chats with  .   Read her full interview here: https://t.co/XxEBMhM4pj  #HereToCreate https://t.co/UFWkyTWu3t",140,0,1,0,30,0,0,0,"Friday",0,0,0,0,1,0,2018,"November",0,0,0,0,0,0,0,0,0,0,1,22,0,1,2,1,1,1,0,0,1.4142135623731,0,0,3.40119738166216,0,1,0,0,2.8507858668682,4.03207606992551,0,1,"explore tennis champion 's love for fashion she offcourt workout and how she smash life goal as she chat with read she full interview here",25,0.28,0.16,0,1,0,0,0,6.18923076923077
"72",73,"2018-11-08","adidas","Learn how to stay fit from native New Yorker  , in conversation with  : https://t.co/lwSC7FCQm7  From boxing to dancing to yoga, Hannah knows how to keep fit!   #HeretoCreate https://t.co/TZZyocxCzY",140,0,1,0,23,1,0,0,"Thursday",0,0,0,1,0,0,2018,"November",0,0,0,0,0,0,0,0,0,0,1,23,0,1,2,1,1,1,0,0,1.4142135623731,0,0,3.13549421592915,0,1,0,0,2.8507858668682,4.03207606992551,0,0,"learn how to stay fit from native new yorker in conversation with from box to dancing to yoga hannah know how to keep fit",24,0.291666666666667,0.208333333333333,0,0,1,0,0,6.39272727272727
"73",74,"2018-11-07","adidas","Check out  ’s interview with   talking about all things fashion, creativity and the workout she swears by: https://t.co/RYOcNrZvGu   #HereToCreate https://t.co/EKjIxmWAP2",140,0,1,0,33,0,0,0,"Wednesday",0,0,1,0,0,0,2018,"November",0,0,0,0,0,0,0,0,0,0,1,15,1,0,2,1,1,1,0,0,1.4142135623731,0,0,3.49650756146648,0,1,0,0,2.8507858668682,4.03207606992551,0,0,"check out interview with talk about all thing fashion creativity and the workout she swear by",16,0.3125,0.1875,0,0,0,0,1,5.75125
"74",75,"2018-11-04","adidas","<U+0001F947><U+0001F947><U+0001F947><U+0001F947> One more for the road. Mary Keitany, 4 times New York champ.   #HereToCreate https://t.co/cypEpuewrj",124,0,1,0,123,0,0,1,"Sunday",0,0,0,0,0,0,2018,"November",0,0,0,0,0,0,0,0,0,0,1,16,1,0,0,0,1,1,4,1,0,2,0,4.81218435537242,0,1,0,0,2.50523606482357,4.03207606992551,0,0,"ufufufuf one more for the road mary keitany time new york champ",12,0.416666666666667,0,0,1,0,0,0,6.262
"75",76,"2018-10-29","adidas","Obsession.  Obsessed with the ups. Obsessed with the downs. Obsessed with the grind. Obsessed with the process. Obsessed with perfection. Be obsessed. Like a Champion.  #teamadidas #CreateASplash https://t.co/rQhoRhiik9",140,0,1,0,140,0,0,0,"Monday",1,0,0,0,0,0,2018,"October",0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,2,1,0,0,0,0,0,4.9416424226093,0,1,0,0,2.8507858668682,4.03207606992551,0,0,"obsession obsessed with the up obsessed with the downs obsessed with the grind obsessed with the process obsessed with perfection be obsess like a champion",25,0.28,0.04,0,0,0,1,0,5.40538461538462
"76",77,"2018-10-23","adidas","Always better together.    wears #PODSystem . Shop the silhouette at https://t.co/5S8gyUWjZD https://t.co/F76SS7sJKk",101,0,0,339,61,1,1,0,"Tuesday",0,1,0,0,0,0,2018,"October",0,0,0,0,0,0,0,0,0,1,0,15,1,0,1,1,1,1,0,0,1,0,5.82600010738045,4.11087386417331,1,1,0,0,2.00850822438441,4.03207606992551,0,1,"always better together wear shop the silhouette at",8,0.25,0.125,0,0,1,0,0,6.11666666666667
"77",78,"2018-09-21","adidas","AVAILABLE NOW. YEEZY BOOST 350 V2 TRIPLE WHITE https://t.co/akUyHuFbZ9 AND https://t.co/Q5pfPpfvrF https://t.co/9HutX8e1ii",98,0,0,1739,277,1,0,1,"Friday",0,0,0,0,1,0,2018,"September",0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,7.46106551435428,5.62401750618734,1,1,1,1,1.94371763650104,4.03207606992551,0,0,"available now yeezy boost v triple white and",8,0.375,0,0,1,0,1,1,6.3575
"78",79,"2018-09-19","adidas","WE GOT LOVE. YEEZY BOOST 350 V2 TRIPLE WHITE. 9.21.18 https://t.co/O0h5C72FBu",53,0,0,1657,155,0,0,1,"Wednesday",0,0,1,0,0,0,2018,"September",0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,7.41276401742656,5.04342511691925,1,1,1,0,0.971858818250521,4.03207606992551,0,0,"we get love yeezy boost v triple white",8,0.5,0.125,1,0,0,0,0,6.532
"79",80,"2018-09-18","adidas","WE GOT LOVE. YEEZY BOOST 350 V2 TRIPLE WHITE. 9.21.18 https://t.co/QUEv40D9Va",53,0,0,1187,164,0,0,1,"Tuesday",0,1,0,0,0,0,2018,"September",0,0,0,0,0,0,0,0,1,0,0,16,1,0,0,0,0,0,0,0,0,0,7.07918439460967,5.0998664278242,1,1,1,0,0.971858818250521,4.03207606992551,0,0,"we get love yeezy boost v triple white",8,0.5,0.125,1,0,0,0,0,6.532
"80",81,"2018-09-18","adidas","WE GOT LOVE. YEEZY BOOST 350 V2 TRIPLE WHITE. 9.21.18 https://t.co/Z11YK1kuvh",53,0,0,1832,296,0,0,1,"Tuesday",0,1,0,0,0,0,2018,"September",0,0,0,0,0,0,0,0,1,0,0,14,1,0,0,0,0,0,0,0,0,0,7.51316354523408,5.69035945432406,1,1,1,1,0.971858818250521,4.03207606992551,0,0,"we get love yeezy boost v triple white",8,0.5,0.125,1,0,0,0,0,6.532
"81",82,"2018-09-16","adidas","Gladys Cherono: New PB <U+2705> Berlin women's course record <U+2705> Third Berlin Marathon title <U+2705> #HereToCreate   https://t.co/bOAf2ZAf46",114,0,0,348,56,0,0,1,"Sunday",0,0,0,0,0,0,2018,"September",0,0,0,0,0,0,0,0,1,0,0,11,0,0,1,1,1,1,3,1,1,1.73205080756888,5.85220247977447,4.02535169073515,1,1,0,0,2.28926743854567,4.03207606992551,0,0,"glady chero no new pb u berlin women course record u third berlin marathon title u",16,0.25,0.1875,0,0,1,0,0,4.438125
"82",83,"2018-09-08","adidas","Here To Create History.  , Japan’s first ever Grand Slam Champion. #HereToCreate #CreatorsUnite https://t.co/R0oelXRUrk",107,0,0,2674,869,0,0,1,"Saturday",0,0,0,0,0,1,2018,"September",0,0,0,0,0,0,0,0,1,0,0,21,0,1,1,1,2,1,0,0,1,0,7.89133075766189,6.76734312526539,1,1,1,1,2.13808940015115,4.03207606992551,0,1,"here to create history japan first ever grand slam champion",10,0.4,0.1,0,0,1,0,0,6.59833333333333
"83",84,"2018-09-06","adidas","Born to push boundaries.   in #FALCON --- Shop the silhouette: https://t.co/C7EibQAbcc https://t.co/tsftYbEJau",97,0,0,826,138,1,1,0,"Thursday",0,0,0,1,0,0,2018,"September",0,0,0,0,0,0,0,0,1,0,0,9,0,0,1,1,1,1,0,0,1,0,6.71659477352098,4.92725368515721,1,1,1,0,1.92212077387325,4.03207606992551,0,0,"bear to push boundary in shop the silhouette",8,0.375,0.25,1,0,0,0,0,5.492
"84",85,"2018-08-28","adidas","Eat. Serve. Rip. Repeat.  The Z.N.E. hoodie Fast Release.   #ZNE #RipReady --- Discover more at https://t.co/BsabFrXAy0 https://t.co/wDKHd2jCqp",132,0,0,502,74,1,1,0,"Tuesday",0,1,0,0,0,0,2018,"August",0,0,0,0,0,0,0,1,0,0,0,10,0,0,1,1,2,1,0,0,1,0,6.21860011969173,4.30406509320417,1,1,1,0,2.67801096584588,4.03207606992551,0,1,"eat serve rip repeat the zne hoodie fast release discover more at",12,0.416666666666667,0.25,0,1,0,0,0,5.7
"85",86,"2018-08-22","adidas","A shoe as adaptable as your runs. Introducing #PureBOOST GO from  . --- Available at https://t.co/MwTeov8Gyy https://t.co/m1YfQkzJS7",121,0,0,478,108,1,1,0,"Wednesday",0,0,1,0,0,0,2018,"August",0,0,0,0,0,0,0,1,0,0,0,14,1,0,1,1,1,1,0,0,1,0,6.16961073249146,4.68213122712422,1,1,1,0,2.4404454769402,4.03207606992551,0,0,"a shoe as adaptable as you run introduce go from available at",12,0.166666666666667,0.166666666666667,0,1,0,0,0,6.256
"86",87,"2018-08-02","adidas","A sneaker as innovative as the archives that inspired it. #PODSystem is now available. --- Available at https://t.co/SugcTmPolG https://t.co/UdS8znjOZl",127,0,0,471,87,1,0,1,"Thursday",0,0,0,1,0,0,2018,"August",0,0,0,0,0,0,0,1,0,0,0,19,1,0,0,0,1,1,0,0,0,0,6.15485809401642,4.46590811865458,1,1,1,0,2.57002665270693,4.03207606992551,0,0,"a sneaker as innovative as the archife that inspire it be now available available at",15,0.133333333333333,0.0666666666666667,1,0,1,1,1,6.59166666666667
"87",88,"2018-07-15","adidas","World Champion. End of Story.     #HereToCreate --- #WorldCup https://t.co/tmoW8218wR",70,0,0,2815,806,0,0,1,"Sunday",0,0,0,0,0,0,2018,"July",0,0,0,0,0,0,1,0,0,0,0,16,1,0,1,1,2,1,0,0,1,0,7.94271754057379,6.69208374250663,1,1,1,1,1.33900548292294,4.03207606992551,0,1,"world champion end of story",5,0.8,0,0,0,0,0,1,6.4475
"88",89,"2018-07-15","adidas","Les Indestructibles. <U+0001F1EB><U+0001F1F7> The midfield is theirs. #HereToCreate -     https://t.co/Py81z0Tvzk",128,0,1,0,1159,0,1,0,"Sunday",0,0,0,0,0,0,2018,"July",0,0,0,0,0,0,1,0,0,0,0,12,1,0,2,1,1,1,2,1,1.4142135623731,1.4142135623731,0,7.05531284333975,0,1,0,1,2.59162351533472,4.03207606992551,0,1,"le indestructible ufebuff the midfield be theirs",7,0.428571428571429,0,0,1,0,0,0,5.735
"89",90,"2018-07-15","adidas","Creators from all around the world answered the call and proved that creativity is the answer on and off the pitch. #HereToCreate  #WorldCup https://t.co/kKJSuzVnuW",140,0,0,2565,315,0,1,0,"Sunday",0,0,0,0,0,0,2018,"July",0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,2,1,0,0,0,0,7.84971375760487,5.75257263882563,1,1,1,1,2.8507858668682,4.03207606992551,0,0,"creator from all around the world answer the call and prove that creativity be the answer on and off the pitch",21,0.285714285714286,0.0952380952380952,1,0,0,0,1,6.30222222222222
"90",91,"2018-07-14","adidas","#HereToCreate headlines.   <U+0001F3C6><U+0001F3C6><U+0001F3C6> https://t.co/WVNvbL9pLN",87,0,1,0,193,0,1,0,"Saturday",0,0,0,0,0,1,2018,"July",0,0,0,0,0,0,1,0,0,0,0,16,1,0,1,1,1,1,3,1,1,1.73205080756888,0,5.26269018890489,0,1,0,0,1.70615214759536,4.03207606992551,0,1,"headline ufcufcufc",1,1,0,1,0,1,0,1,5
"91",92,"2018-07-14","adidas","City: Moscow. Mission: Panna  #HereToCreate #WorldCup https://t.co/k0QT73iISO",53,0,0,195,38,0,1,0,"Saturday",0,0,0,0,0,1,2018,"July",0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,2,1,0,0,0,0,5.27299955856375,3.63758615972639,1,1,0,0,0.971858818250521,4.03207606992551,0,0,"city moscow mission panna",4,1,0,0,1,1,0,1,6.255
"92",93,"2018-07-13","adidas","He played for the shirt and they remembered the name. In Saint-Denis, twenty years since Zinedine Zidane led his country to FIFA World Cup glory the city’s next generation of creators has a new place to play. #HereToCreate ---   #WorldCup https://t.co/wdOMQiWUja",246,0,0,422,80,0,0,1,"Friday",0,0,0,0,1,0,2018,"July",0,0,0,0,0,0,1,0,0,0,0,9,0,0,1,1,2,1,0,0,1,0,6.04500531403601,4.38202663467388,1,1,1,0,5.14005330541387,4.03207606992551,0,0,"he play for the shirt and they remember the name in saintdenis twenty year since zinedine zidane lead he country to fifa world cup glory the city next generation of creator have a new place to play",37,0.378378378378378,0.135135135135135,0,0,1,0,0,6.29888888888889
"93",94,"2018-07-11","adidas","“The #WorldCup is another opportunity to make my mark for the country.”   is #HereToCreate https://t.co/t1D5eWZfSy",140,0,1,0,81,0,0,0,"Wednesday",0,0,1,0,0,0,2018,"July",0,0,0,0,0,0,1,0,0,0,0,15,1,0,1,1,2,1,0,0,1,0,0,4.39444915467244,0,1,0,0,2.8507858668682,4.03207606992551,0,0,"the be another opportunity to make my mark for the country be",12,0.25,0.0833333333333333,0,1,0,0,0,6.338
"94",95,"2018-07-10","adidas","The world watched,   created.  #HereToCreate --- #WorldCup https://t.co/1r34bTrBiS",67,0,0,793,190,0,1,0,"Tuesday",0,1,0,0,0,0,2018,"July",0,0,0,0,0,0,1,0,0,0,0,19,1,0,1,1,2,1,0,0,1,0,6.67582322163485,5.24702407216049,1,1,1,0,1.27421489503957,4.03207606992551,0,1,"the world watch create",4,0.25,0.5,1,0,1,0,0,6.59
"95",96,"2018-07-10","adidas","The art of the midfield.  Create there and win anywhere. #HereToCreate --- #WorldCup https://t.co/mE4jbSuo4I",84,0,0,465,129,0,1,0,"Tuesday",0,1,0,0,0,0,2018,"July",0,0,0,0,0,0,1,0,0,0,0,14,1,0,0,0,2,1,0,0,0,0,6.14203740558736,4.85981240436167,1,1,1,0,1.64136155971199,4.03207606992551,0,0,"the art of the midfield create there and win anywhere",10,0.2,0.2,0,0,1,0,1,7.22666666666667
"96",97,"2018-07-06","adidas","Creativity defies expectations.    #HereToCreate --- #WorldCup https://t.co/DA4AU1MkPR",74,0,0,1088,225,0,0,1,"Friday",0,0,0,0,1,0,2018,"July",0,0,0,0,0,0,1,0,0,0,0,19,1,0,1,1,2,1,0,0,1,0,6.99209642741589,5.41610040220442,1,1,1,0,1.4253929334341,4.03207606992551,0,0,"creativity defy expectation",3,0.666666666666667,0.333333333333333,0,0,0,0,1,6.22333333333333
"97",98,"2018-07-02","adidas","Comeback kings.   are #HereToCreate #WorldCup https://t.co/QTsOoyMPpW",101,0,1,0,581,0,1,0,"Monday",1,0,0,0,0,0,2018,"July",0,0,0,0,0,0,1,0,0,0,0,19,1,0,1,1,2,1,0,0,1,0,0,6.36475075685191,0,1,0,1,2.00850822438441,4.03207606992551,0,0,"comeback king be",3,0.333333333333333,0,0,1,0,0,0,6.10666666666667
"98",99,"2018-07-01","adidas","Their house.   is #HereToCreate https://t.co/tu7woRdZLs",85,0,1,0,332,0,1,0,"Sunday",0,0,0,0,0,0,2018,"July",0,0,0,0,0,0,1,0,0,0,0,16,1,0,1,1,1,1,0,0,1,0,0,5.80513496891649,0,1,0,1,1.66295842233978,4.03207606992551,0,0,"they house be",3,0.333333333333333,0,1,0,0,0,0,6.685
"99",100,"2018-07-01","adidas","Walls come down. Creators rise up. United by a passion for football   brings together a diverse crew of creatives from across New York. #HereToCreate ---   #WorldCup https://t.co/6k9vgX8iIp",180,0,0,212,33,0,1,0,"Sunday",0,0,0,0,0,0,2018,"July",0,0,0,0,0,0,1,0,0,0,0,12,1,0,2,1,2,1,0,0,1.4142135623731,0,5.35658627467201,3.49650756146648,1,1,0,0,3.71466037197977,4.03207606992551,0,0,"wall come down creator rise up united by a passion for football bring together a diverse crew of creatife from across new york",23,0.347826086956522,0.0869565217391304,0,0,1,0,0,6.212
