"","X","created_at","screen_name","text","display_text_width","is_quote","is_retweet","favorite_count","retweet_count","url_present","video","photo","WD","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","year","month","January","February","March","April","May","June","July","August","September","October","November","hour","afternoon","evening","mentions_count","mentions_presence","hashtag_count","hashtag_presence","emoji_count","emoji_presence","mentions_sqrt","emoji_sqrt","favorite_log","retweet_log","target_fav_norm","target_RT_norm","target_fav","target_RT","tweet_length_scaled","followers_count_scaled","question","athletes_mentions","text_lemma","word_total","noun_freq","verb_freq","topic_1","topic_2","topic_3","topic_4","topic_5","sentiment_analysis"
"1402",1412,"2018-03-27","UnderArmour","Raymond Hailes navigates the streets of Shanghai in the new #UAHOVR in episode 3 of “THE UPLFTD.” Watch Ray inspire a new generation of Chinese runners and connect with pop singer Dizzy Dizzo on how she uses music to uplift her community. Watch here <U+0001F449> https://t.co/GAT3y7OTqn https://t.co/vJyM3OU0Vm",275,0,0,52,11,1,1,0,"Tuesday",0,1,0,0,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,21,0,1,0,0,1,1,1,1,0,1,3.95124371858143,2.39789527279837,1,0,0,0,5.76636232161976,0.988697792067108,0,0,"raymond haile navigate the street of shanghbe in the new in episode of the uplftd watch ray inspire a new generation of chinese runners and connect with pop singer dizzy dizzo on how she use music to uplift she community watch here uf",43,0.372093023255814,0.116279069767442,0,0,1,0,1,6.08647058823529
"1403",1413,"2018-03-27","UnderArmour","The bigger the stage, the better she plays.  ’s semifinal goal in the 2015 World Cup pushed the U.S. into the World Cup final where they won their first title in 16 years. This #WomensHistoryMonth we honor Kelley who inspires us to be #UnlikeAny.<U+0001F3A8> by Carlota Gonzalvo https://t.co/YjodSsskrG",279,0,0,91,13,0,0,1,"Tuesday",0,1,0,0,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,17,1,0,1,1,2,1,1,1,1,1,4.51085950651685,2.56494935746154,1,1,0,0,5.85274977213091,0.988697792067108,0,0,"the bigger the stage the better she play semifinal goal in the world cup push the we into the world cup final where they win they first title in year this we honor kelley who inspire we to be ufa by carlota gonzalvo",43,0.255813953488372,0.0930232558139535,0,1,0,0,0,6.31375
"1404",1414,"2018-03-27","UnderArmour","No luck. All will.   is headed to their 6<U+FE0F><U+20E3>th Final 4<U+FE0F><U+20E3> in the last 8<U+FE0F><U+20E3> seasons. #UnleashChaos https://t.co/7ThfL504mW",99,0,0,80,16,0,1,0,"Tuesday",0,1,0,0,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,1,1,1,6,1,1,2.44948974278318,4.38202663467388,2.77258872223978,1,1,0,0,1.96531449912883,0.988697792067108,0,0,"no luck all will be head to they ufefueth final ufefue in the last ufefue season",16,0.3125,0.0625,0,1,0,0,0,3.65
"1405",1415,"2018-03-26","UnderArmour",".  is the most dangerous man in boxing. He’ll prove that on any fighter’s chin. #WEWILL https://t.co/I08V6jlTBS",101,0,0,231,39,0,1,0,"Monday",1,0,0,0,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,21,0,1,1,1,1,1,0,0,1,0,5.44241771052179,3.66356164612965,1,1,0,0,2.00850822438441,0.988697792067108,0,1,"be the most dangerous man in boxing hell prove that on any fighter chin",14,0.214285714285714,0.214285714285714,1,0,0,0,0,4.64
"1406",1416,"2018-03-26","UnderArmour","Strong is a mindset.  ’s #ChaseGreatnessCollection is for the go-getters. Shop #ProjectRock now. https://t.co/TPdrpQX0eF https://t.co/C2q67pV0lp",127,0,0,2190,278,1,0,1,"Monday",1,0,0,0,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,16,1,0,1,1,2,1,0,0,1,0,7.69165682281055,5.62762111369064,1,1,1,1,2.57002665270693,0.988697792067108,0,0,"strong be a mindset be for the gogetter shop now",10,0.3,0,0,0,0,1,1,6.265
"1407",1417,"2018-03-25","UnderArmour","Another round, another opportunity to #UnleashChaos.   has more history to make today in the Elite Eight. #WEWILL https://t.co/ihWe8e7qWa",125,0,0,367,77,0,1,0,"Sunday",0,0,0,0,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,17,1,0,1,1,2,1,0,0,1,0,5.90536184805457,4.34380542185368,1,1,0,0,2.52683292745135,0.988697792067108,0,0,"another round another opportunity to have more history to make today in the elite eight",15,0.333333333333333,0.133333333333333,1,0,1,1,0,6.00285714285714
"1408",1418,"2018-03-25","UnderArmour","Turn your athleticism into activism.   didn’t just join a movement, she created one in   and  . This #WomensHistoryMonth we recognize Alison’s tremendous leadership and courage. She is truly #UnlikeAny. <U+0001F3A8> by   https://t.co/3YsyOQjzIl",258,0,0,59,13,0,0,1,"Sunday",0,0,0,0,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,14,1,0,4,1,2,1,1,1,2,1,4.07753744390572,2.56494935746154,1,1,0,0,5.39921565694734,0.988697792067108,0,0,"turn you athleticism into activism do not just join a movement she create one in and this we recognize alison tremendous leadership and courage she be truly ufa by",28,0.178571428571429,0.142857142857143,0,0,1,1,0,6.33708333333333
"1409",1419,"2018-03-24","UnderArmour",".  grew up laying down rebar in 115 degree heat with his father. Old habits are hard to break. #WEWILL https://t.co/XW3aXEsbzs",113,0,0,99,20,0,1,0,"Saturday",0,0,0,0,0,1,2018,"March",0,0,1,0,0,0,0,0,0,0,0,19,1,0,1,1,1,1,0,0,1,0,4.59511985013459,2.99573227355399,1,1,0,0,2.26767057591788,0.988697792067108,0,0,"grow up lay down rebar in degree heat with he father old habit be hard to break",17,0.294117647058824,0.176470588235294,1,0,0,0,0,5.376
"1410",1420,"2018-03-24","UnderArmour","Sweet to elite. #UnleashChaos    #WreckEm #MarchMadness https://t.co/m0Itb94frw",109,0,1,0,229,0,1,0,"Saturday",0,0,0,0,0,1,2018,"March",0,0,1,0,0,0,0,0,0,0,0,14,1,0,1,1,3,1,0,0,1,0,0,5.43372200355424,0,1,0,0,2.18128312540673,0.988697792067108,0,0,"sweet to elite",3,0,0.333333333333333,0,0,0,0,1,6.74
"1411",1421,"2018-03-24","UnderArmour",".  wrecked 'em in rounds 1 and 2. Now the Red Raiders are ready to #UnleashChaos in the sweet 1<U+FE0F><U+20E3>6<U+FE0F><U+20E3>. #WEWILL https://t.co/Wae4aDUMVl",121,0,0,318,55,0,1,0,"Saturday",0,0,0,0,0,1,2018,"March",0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,4,1,1,2,5.76205138278018,4.00733318523247,1,1,0,0,2.4404454769402,0.988697792067108,0,0,"wreck em in round and now the red raider be ready to in the sweet ufefueufefue",16,0.1875,0.0625,1,0,0,0,0,5.45714285714286
"1412",1422,"2018-03-23","UnderArmour","Cloud 9 cushioning. Lift up your running experience with the #UAHOVR Phantom. Shop now. https://t.co/2KuWHPtniJ https://t.co/xRlRDL0wsH",111,0,0,145,33,1,0,1,"Friday",0,0,0,0,1,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,19,1,0,0,0,1,1,0,0,0,0,4.97673374242057,3.49650756146648,1,1,0,0,2.2244768506623,0.988697792067108,0,0,"cloud cushion lift up you running experience with the phantom shop now",12,0.416666666666667,0.0833333333333333,0,0,0,1,0,5.85571428571429
"1413",1423,"2018-03-23","UnderArmour","Two weeks from today,   tees off on the world’s biggest stage. We have got him ready. Shop his looks: https://t.co/q7Es90HkwY https://t.co/EHIsRKcsaw",140,0,1,0,23,0,0,0,"Friday",0,0,0,0,1,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,3.13549421592915,0,1,0,0,2.8507858668682,0.988697792067108,0,0,"two week from today tee off on the world biggest stage we have get he ready shop he look",19,0.315789473684211,0.105263157894737,0,0,1,0,0,5.953
"1414",1424,"2018-03-22","UnderArmour","This is where the Sweet become Elite.  ,   and   prepare to take the next step. #WEWILL https://t.co/YpR10FN4ow",110,0,0,97,18,0,1,0,"Thursday",0,0,0,1,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,22,0,1,3,1,1,1,0,0,1.73205080756888,0,4.57471097850338,2.89037175789616,1,1,0,0,2.20287998803451,0.988697792067108,0,0,"this be where the sweet become elite and prepare to take the next step",14,0.142857142857143,0.142857142857143,0,0,0,0,1,5.97142857142857
"1415",1425,"2018-03-22","UnderArmour","We are proud to introduce  's #ChaseGreatnessCollection. Built for you to become better and achieve the unthinkable. When your back is against the wall, put the work in. Shop #ProjectRock now. https://t.co/wkANphNXdH https://t.co/uDap5j40iJ",223,0,0,365,120,1,1,0,"Thursday",0,0,0,1,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,14,1,0,1,1,2,1,0,0,1,0,5.89989735358249,4.78749174278205,1,1,0,0,4.64332546497471,0.988697792067108,0,0,"we be proud to introduce 's build for you to become better and achieve the unthinkable when you back be against the wall put the work in shop now",29,0.137931034482759,0.172413793103448,0,1,0,0,0,5.80923076923077
"1416",1426,"2018-03-21","UnderArmour","Knocked down but never out.   has endured multiple career threatening injuries but always finds a way to come back stronger. This #WomensHistoryMonth we celebrate Lindsey’s unshakable strength and perseverance. #UnlikeAny <U+0001F3A8> by   https://t.co/JMgNmCfcOZ",251,0,0,590,65,0,0,1,"Wednesday",0,0,1,0,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,15,1,0,2,1,2,1,1,1,1.4142135623731,1,6.38012253689976,4.17438726989564,1,1,1,0,5.24803761855281,0.988697792067108,0,1,"knock down but never out have endure multiple career threaten injury but always find a way to come back stronger this we celebrate lindsey unshakable strength and perseverance ufa by",30,0.233333333333333,0.2,0,1,0,0,0,5.45166666666667
"1417",1427,"2018-03-20","UnderArmour","No excuses. No easy way out. We mean business with  ’s #ChaseGreatnessCollection. Available Thursday. #ProjectRock #WEWILL https://t.co/lKVPExqF4S",129,0,0,378,70,0,0,1,"Tuesday",0,1,0,0,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,23,0,1,1,1,3,1,0,0,1,0,5.93489419561959,4.24849524204936,1,1,0,0,2.61322037796251,0.988697792067108,0,0,"no excuse no easy way out we mean business with available thursday",12,0.25,0.0833333333333333,0,0,0,1,0,1.44833333333333
"1418",1428,"2018-03-19","UnderArmour","Grind now. Shine later.   isn’t skipping any steps on the path to greatness. #WEWILL https://t.co/vzdtmZHH2C",94,0,0,200,28,0,1,0,"Monday",1,0,0,0,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,20,0,1,1,1,1,1,0,0,1,0,5.29831736654804,3.3322045101752,1,1,0,0,1.85733018598988,0.988697792067108,0,0,"grind now shine later be not skipp any step on the path to greatness",14,0.142857142857143,0.214285714285714,1,0,0,1,0,6.3
"1419",1429,"2018-03-19","UnderArmour","We’ve won the race to better cushioning. Push the pace in the new #UAHOVR Phantom. Shop now. https://t.co/tSiRNcVcc9 https://t.co/0uK1B0cB3S",116,0,0,180,33,1,0,1,"Monday",1,0,0,0,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,15,1,0,0,0,1,1,0,0,0,0,5.19295685089021,3.49650756146648,1,1,0,0,2.33246116380125,0.988697792067108,0,0,"weve win the race to better cushion push the pace in the new phantom shop now",16,0.3125,0.125,1,0,1,1,0,5.81625
"1420",1430,"2018-03-18","UnderArmour","It‘s like Christmas in March (Madness)...    #curry5 https://t.co/4vWl30H4XI",109,0,1,0,251,0,0,1,"Sunday",0,0,0,0,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,21,0,1,1,1,1,1,0,0,1,0,0,5.52545293913178,0,1,0,0,2.18128312540673,0.988697792067108,0,1,"its like christmas in march madness",6,0.333333333333333,0,1,1,0,1,0,6.22333333333333
"1421",1431,"2018-03-17","UnderArmour","Get hot and #UnleashChaos. Don’t call it a glass slipper.   took down No.1 wearing the #Curry4 and UA Heatseeker. <U+0001F525>Shop now. https://t.co/nVXrLoMWiO https://t.co/JtRBIPu3Aa",156,0,0,223,42,1,0,1,"Saturday",0,0,0,0,0,1,2018,"March",0,0,1,0,0,0,0,0,0,0,0,15,1,0,1,1,2,1,1,1,1,1,5.40717177146012,3.73766961828337,1,1,0,0,3.19633566891282,0.988697792067108,0,0,"get hot and do not call it a glass slipper take down no wear the and ua heatseeker ufshop now",20,0.25,0.2,0,0,0,0,1,2.59875
"1422",1432,"2018-03-17","UnderArmour","PUT SOME RESPECK ON IT! WE HAVE DEFEATED NO.1 OVERALL SEED VIRGINIA 74-54",92,0,1,0,60064,0,0,0,"Saturday",0,0,0,0,0,1,2018,"March",0,0,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,11.0031659393862,0,1,0,1,1.81413646073431,0.988697792067108,0,0,"put some respeck on it we have defeate no overall seed virginia",12,0.25,0.166666666666667,1,1,1,0,0,3.04
"1423",1433,"2018-03-17","UnderArmour","One is done.   with a historic victory in Charlotte. #UnleashChaos #WEWILL https://t.co/iik6xuX5Oh",82,0,0,3758,747,0,1,0,"Saturday",0,0,0,0,0,1,2018,"March",0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,1,2,1,0,0,1,0,8.23164217997341,6.61606518513282,1,1,1,1,1.59816783445641,0.988697792067108,0,0,"one be do with a historic victory in charlotte",9,0.222222222222222,0.111111111111111,0,0,0,0,1,6.294
"1424",1434,"2018-03-16","UnderArmour","Just when you thought   couldn’t get more creative in the gym… #WEWILL https://t.co/fvNFPbdMoL",81,0,0,1097,121,0,1,0,"Friday",0,0,0,0,1,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,22,0,1,1,1,1,1,0,0,1,0,7.00033446027523,4.79579054559674,1,1,1,0,1.57657097182862,0.988697792067108,0,1,"just when you think could not get more creative in the gym",12,0.0833333333333333,0.166666666666667,0,0,0,1,0,3.3725
"1425",1435,"2018-03-16","UnderArmour","Gravity has been defeated. Comfort conquers all. New #UAHOVR Phantom colors have arrived. Shop now. https://t.co/CJaHSc1Xh6 https://t.co/koyxZCdiLe",123,0,0,328,54,1,0,1,"Friday",0,0,0,0,1,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,14,1,0,0,0,1,1,0,0,0,0,5.79301360838414,3.98898404656427,1,1,0,0,2.48363920219578,0.988697792067108,0,0,"gravity have be defeat comfort conquer all new phantom color have arrive shop now",14,0.357142857142857,0.142857142857143,1,1,1,0,1,5.85583333333333
"1426",1436,"2018-03-15","UnderArmour","Ride with Raymond Hailes in our four-part series, “THE UPLFTD”, as he takes our #UAHOVR technology on an excursion to connect with run crews, artists, and entrepreneurs who uplift their communities. Watch now <U+0001F449> https://t.co/xskTZetc8Y https://t.co/W0ZTnVAlCW",234,0,0,54,5,1,1,0,"Thursday",0,0,0,1,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,22,0,1,0,0,1,1,1,1,0,1,3.98898404656427,1.6094379124341,1,0,0,0,4.88089095388039,0.988697792067108,0,0,"ride with raymond haile in we fourpart series the uplftd as he take we technology on a excursion to connect with run crews artist and entrepreneur who uplift they communitie watch now uf",33,0.333333333333333,0.181818181818182,0,1,1,0,0,6
"1427",1437,"2018-03-15","UnderArmour","Critics and self-doubt weren’t enough to stop   from breaking records. The “400M Diva” shows us that being feminine and powerful aren’t mutually exclusive. #UnlikeAny #WomensHistoryMonth <U+0001F3A8> by Yulia Brodskaya https://t.co/wVgEPs4ufZ",222,0,0,72,11,0,0,1,"Thursday",0,0,0,1,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,15,1,0,1,1,2,1,1,1,1,1,4.27666611901606,2.39789527279837,1,0,0,0,4.62172860234692,0.988697792067108,0,1,"critic and selfdoubt werent enough to stop from break record the m diva show we that be feminine and powerful arent mutually exclusive ufa by yulia brodskaya",27,0.296296296296296,0.111111111111111,0,1,0,0,0,5.42863636363636
"1428",1438,"2018-03-15","UnderArmour",".  shook up the status quo — smaller, quicker, and shiftier, with range that turned the court into a 40-foot playground. Like Stephen, the #Curry5 is wired different. 314 pairs available for the 3.14 anomaly himself. Shop now. https://t.co/9knykeRzsg https://t.co/pOva8sl4Zq",264,0,0,364,100,1,1,0,"Thursday",0,0,0,1,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,5.89715386763674,4.60517018598809,1,1,0,0,5.52879683271408,0.988697792067108,0,1,"shake up the status quo smaller quicker and shiftier with range that turn the court into a foot playground like stephan the be wire different pair available for the anomaly himself shop now",33,0.272727272727273,0.121212121212121,0,0,0,0,1,5.554
"1429",1439,"2018-03-14","UnderArmour","Anti-gravity. Pro-energy. The #UAHOVR Phantom returns in new colors this Friday. #WEWILL https://t.co/DjjllxO0Wu",88,0,0,171,33,0,0,1,"Wednesday",0,0,1,0,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,19,1,0,0,0,2,1,0,0,0,0,5.14166355650266,3.49650756146648,1,1,0,0,1.72774901022315,0.988697792067108,0,0,"antigravity proenergy the phantom return in new color this friday",10,0.5,0.1,0,0,1,0,1,6.136
"1430",1440,"2018-03-13","UnderArmour","Your lane is our runway. <U+0001F6EB> #UnleashChaos <U+27A1><U+FE0F>   https://t.co/riLWSZl95s",53,0,0,176,25,0,1,0,"Tuesday",0,1,0,0,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,22,0,1,1,1,1,1,3,1,1,1.73205080756888,5.17048399503815,3.2188758248682,1,1,0,0,0.971858818250521,0.988697792067108,0,0,"you lane be we runway ufeb uaufef",7,0.428571428571429,0,0,0,1,0,0,5.40333333333333
"1431",1441,"2018-03-13","UnderArmour","On track to become a legend.   is often the youngest and only female driver in the field. This #WomensHistoryMonth we salute her tenacity and fearlessness. #UnlikeAny <U+0001F3A8> by   https://t.co/qfVyn0ECmR",195,0,0,138,23,0,0,1,"Tuesday",0,1,0,0,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,14,1,0,2,1,2,1,1,1,1.4142135623731,1,4.92725368515721,3.13549421592915,1,1,0,0,4.03861331139661,0.988697792067108,0,0,"on track to become a legend be often the youngest and only female driver in the field this we salute she tenacity and fearlessness ufa by",26,0.269230769230769,0.0769230769230769,1,1,0,0,1,6.315
"1432",1442,"2018-03-12","UnderArmour","#UAHOVR cushioning comes alive with every stride. Shop now. https://t.co/tW1GpBP0ci https://t.co/k7JYPaUf5m",83,0,0,129,13,1,0,1,"Monday",1,0,0,0,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,15,1,0,0,0,1,1,0,0,0,0,4.85981240436167,2.56494935746154,1,1,0,0,1.6197646970842,0.988697792067108,0,0,"cushioning come alive with every stride shop now",8,0.375,0.125,1,0,1,1,0,5.9775
"1433",1443,"2018-03-11","UnderArmour","Special Delivery<U+2757><U+FE0F> <U+0001F4E6> Hooked up our sqUAds with the perfect package to #UnleashChaos this March. <U+2744><U+FE0F> Curry 4 lows and <U+0001F525> UA Heatseekers for our 11 schools to tear up the 2018 tournament. #WEWILL https://t.co/qnWmv2snn2",191,0,0,138,39,0,1,0,"Sunday",0,0,0,0,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,23,0,1,0,0,2,1,6,1,0,2.44948974278318,4.92725368515721,3.66356164612965,1,1,0,0,3.95222586088545,0.988697792067108,0,0,"special deliveryuufef ufe hooke up we squad with the perfect package to this march uufef curry low and uf ua heatseeker for we school to tear up the tournament",29,0.344827586206897,0.0689655172413793,1,1,1,1,1,5.5485
"1434",1444,"2018-03-11","UnderArmour","Don’t dismiss Zoe Zhang. Watch her turn pain to potential. In true #UnlikeAny fashion, she went from being China’s National Taekwondo champion to one of the most famous actresses in the country. #WomensHistoryMonth <U+0001F3A8> by   https://t.co/nTid918aIy",227,0,0,91,14,0,0,1,"Sunday",0,0,0,0,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,14,1,0,1,1,2,1,1,1,1,1,4.51085950651685,2.63905732961526,1,1,0,0,4.72971291548587,0.988697792067108,0,0,"do not dismiss zoe zhang watch she turn pain to potential in true fashion she go from be china national taekwondue champion to one of the most famous actress in the country ufa by",34,0.294117647058824,0.0882352941176471,0,0,0,1,0,5.18735294117647
"1435",1445,"2018-03-10","UnderArmour","Brought fresh #UAHOVR Phantom colors to Austin for  . Available to cop on 3/16. #WEWILL https://t.co/01RjH5J1Vz",91,0,0,181,34,0,0,1,"Saturday",0,0,0,0,0,1,2018,"March",0,0,1,0,0,0,0,0,0,0,0,20,0,1,1,1,2,1,0,0,1,0,5.19849703126583,3.52636052461616,1,1,0,0,1.79253959810652,0.988697792067108,0,0,"bring fresh phantom color to austin for available to cop on",11,0.181818181818182,0.272727272727273,0,1,0,0,0,5.83666666666667
"1436",1446,"2018-03-09","UnderArmour","We play with Madness all year. Not just in March. #UnleashChaos <U+0001F3A5>   https://t.co/O2Q0ZIM6hc",75,0,0,173,20,0,1,0,"Friday",0,0,0,0,1,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,22,0,1,1,1,1,1,1,1,1,1,5.15329159449778,2.99573227355399,1,1,0,0,1.44698979606189,0.988697792067108,0,0,"we play with madness all year not just in march ufa",11,0.272727272727273,0.0909090909090909,1,0,1,0,0,5.6525
"1437",1447,"2018-03-09","UnderArmour","Austin! Don’t miss   live at the #UAHOVR HOUSE at #SXSW tonight. The first 10 people to use the code word ZERO GRAVITY at the door tonight get to jump the line into his performance at 8PM. 501 Brazos St. See you there! https://t.co/z37pOZ9oqP",223,0,0,85,11,0,0,1,"Friday",0,0,0,0,1,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,22,0,1,1,1,2,1,0,0,1,0,4.44265125649032,2.39789527279837,1,0,0,0,4.64332546497471,0.988697792067108,0,0,"austin do not miss live at the house at tonight the first people to use the code word zero gravity at the door tonight get to jump the line into he performance at pm brazo st see you there",39,0.358974358974359,0.128205128205128,1,0,1,0,0,5.385
"1438",1448,"2018-03-08","UnderArmour","We are not defined by your expectations. We defy them. We are #UnlikeAny. #InternationalWomensDay https://t.co/hrJMLBi7pC",97,0,0,170,60,0,1,0,"Thursday",0,0,0,1,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,14,1,0,0,0,2,1,0,0,0,0,5.13579843705026,4.0943445622221,1,1,0,0,1.92212077387325,0.988697792067108,0,0,"we be not define by you expectation we defy they we be",12,0.0833333333333333,0.166666666666667,1,0,0,0,1,3.546
"1439",1449,"2018-03-07","UnderArmour","It’s reppin’ time. Lace your sqUAd with the new Limited Edition #UAHOVR Team Phantom. Shop now. https://t.co/FmbrwxnmTf https://t.co/GOAulmGIwL",119,0,0,309,77,1,1,0,"Wednesday",0,0,1,0,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,15,1,0,0,0,1,1,0,0,0,0,5.73334127689775,4.34380542185368,1,1,0,0,2.39725175168462,0.988697792067108,0,0,"its reppin time lace you squad with the new limited edition team phantom shop now",15,0.466666666666667,0.0666666666666667,0,1,0,0,0,5.82125
"1440",1450,"2018-03-06","UnderArmour","Pitching phenom   doesn’t see his injury as a setback. He views it as an opportunity to get stronger. #WEWILL https://t.co/C9yHe6b4ms",121,0,0,276,55,0,1,0,"Tuesday",0,1,0,0,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,21,0,1,1,1,1,1,0,0,1,0,5.62040086571715,4.00733318523247,1,1,0,0,2.4404454769402,0.988697792067108,0,0,"pitching phenom do not see he injury as a setback he view it as a opportunity to get stronger",19,0.263157894736842,0.157894736842105,0,0,1,1,0,3.50571428571429
"1441",1451,"2018-03-05","UnderArmour","Not your basic running shoe. Embrace the unconventional. Shop now. https://t.co/1faGG2lFOH https://t.co/7cswxbWtSn",90,0,0,87,9,1,0,1,"Monday",1,0,0,0,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,4.46590811865458,2.19722457733622,1,0,0,0,1.77094273547873,0.988697792067108,0,0,"not you basic running shoe embrace the unconventional shop now",10,0.4,0,0,0,1,0,0,6.06833333333333
"1442",1452,"2018-03-04","UnderArmour","When is   not getting after it? Every day is a great day to chase greatness, even if it starts with one rep at a time. #WEWILL https://t.co/EVo0TdaaTn",133,0,0,357,59,0,1,0,"Sunday",0,0,0,0,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,23,0,1,1,1,1,1,0,0,1,0,5.87773578177964,4.07753744390572,1,1,0,0,2.69960782847367,0.988697792067108,1,0,"when be not get after it every day be a great day to chase greatness even if it start with one rep at a time",25,0.2,0.12,0,0,0,1,0,5.08166666666667
"1443",1453,"2018-03-03","UnderArmour","Drop dimes. Rock rims. #UnleashChaos <U+0001F449>   https://t.co/AOTZp3M8am",48,0,0,446,73,0,1,0,"Saturday",0,0,0,0,0,1,2018,"March",0,0,1,0,0,0,0,0,0,0,0,18,1,0,1,1,1,1,1,1,1,1,6.10031895202006,4.29045944114839,1,1,1,0,0.863874505111574,0.988697792067108,0,0,"drop dime rock rim uf",5,0.8,0.2,1,1,0,1,1,5.416
"1444",1454,"2018-03-02","UnderArmour","When that weekend vibe hits your crew on Friday afternoon. <U+0001F601> #WEWILL https://t.co/OUL5DrXifh",68,0,0,1082,391,0,1,0,"Friday",0,0,0,0,1,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,21,0,1,0,0,1,1,1,1,0,1,6.98656645940643,5.96870755998537,1,1,1,1,1.29581175766736,0.988697792067108,0,0,"when that weekend vibe hit you crew on friday afternoon uf",11,0.454545454545455,0.0909090909090909,0,1,0,0,0,6.11416666666667
"1445",1455,"2018-03-02","UnderArmour","#UAHOVR makes every stride light and effortless. Let's get lifted. Shop now. https://t.co/zxd0Tx7YAJ https://t.co/HaPGPpoLsT",100,0,0,130,14,1,0,1,"Friday",0,0,0,0,1,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,16,1,0,0,0,1,1,0,0,0,0,4.86753445045558,2.63905732961526,1,1,0,0,1.98691136175662,0.988697792067108,0,0,"make every stride light and effortless let get lift shop now",11,0.363636363636364,0.181818181818182,0,1,0,0,0,6.1
"1446",1456,"2018-03-01","UnderArmour","From the Bayou to Baltimore,   and   stay reppin’ the same sqUAd. #WEWILL https://t.co/htsHWf0yvg",85,0,0,243,40,0,0,1,"Thursday",0,0,0,1,0,0,2018,"March",0,0,1,0,0,0,0,0,0,0,0,18,1,0,2,1,1,1,0,0,1.4142135623731,0,5.49306144334055,3.68887945411394,1,1,0,0,1.66295842233978,0.988697792067108,0,1,"from the bayou to baltimore and stay reppin the same squad",11,0.181818181818182,0.181818181818182,0,0,0,0,1,5.89666666666667
"1447",1457,"2018-02-28","UnderArmour","March <U+27A1><U+FE0F> like a <U+0001F981>, <U+2B05><U+FE0F> like  . <U+26BE><U+FE0F> #WEWILL https://t.co/Gax1I14yFk",50,0,0,69,14,0,1,0,"Wednesday",0,0,1,0,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,23,0,1,1,1,1,1,7,1,1,2.64575131106459,4.23410650459726,2.63905732961526,1,1,0,0,0.907068230367153,0.988697792067108,0,0,"march uaufef like a uf ubufef like ubeufef",8,0.25,0.125,0,1,0,0,0,7.44
"1448",1458,"2018-02-27","UnderArmour","Once your crew hits the pavement, you’ll know why we’re calling #UAHOVR cushioning a game-changer. Shop now. https://t.co/5BhRDc8jBc https://t.co/ZXJVWhl7b3",132,0,0,115,16,1,0,1,"Tuesday",0,1,0,0,0,0,2018,"February",0,1,0,0,0,0,0,0,0,0,0,22,0,1,0,0,1,1,0,0,0,0,4.74493212836325,2.77258872223978,1,1,0,0,2.67801096584588,0.988697792067108,0,0,"once you crew hit the pavement youll know why be call cushion a gamechanger shop now",16,0.25,0.25,0,0,0,0,1,5.78125
